PERSON_ID,PLAYER_NAME,TEAM_NAME,POSITION,HEIGHT,WEIGHT,COUNTRY,BIRTHDATE,SEASON_EXP,DRAFT_NUMBER,GP,MIN,PTS,REB,AST,STL,BLK,SALARY,AGE
203924,Jerami Grant,Trail Blazers,Forward,203,95,USA,1994-03-12,8,39,555,26.0,11.4,3.9,1.3,0.6,1.1,20000000,"28 years, 6 months, 7 days"
201980,Danny Green,Grizzlies,Guard,198,98,USA,1987-06-22,13,46,819,25.3,8.7,3.4,1.6,1.0,0.8,10000000,"35 years, 2 months, 28 days"
203110,Draymond Green,Warriors,Forward,198,104,USA,1990-03-04,10,35,685,28.5,8.7,6.9,5.4,1.4,1.0,24026712,"32 years, 6 months, 15 days"
203210,JaMychal Green,Warriors,Forward,203,103,USA,1990-06-21,8,Undrafted,487,20.8,7.9,5.7,0.9,0.6,0.4,8292683,"32 years, 2 months, 29 days"
1630224,Jalen Green,Rockets,Guard,193,84,USA,2002-02-09,1,2,67,31.9,17.3,3.4,2.6,0.7,0.3,8992200,"20 years, 7 months, 10 days"
1629750,Javonte Green,Bulls,Guard,196,93,USA,1993-07-23,3,Undrafted,154,16.0,5.0,2.9,0.7,0.8,0.3,1669178,"29 years, 1 months, 27 days"
201145,Jeff Green,Nuggets,Forward,203,107,USA,1986-08-28,14,5,1051,29.0,12.6,4.3,1.5,0.7,0.5,4500000,"36 years, 0 months, 22 days"
1630182,Josh Green,Mavericks,Guard,196,91,Australia,2000-11-16,2,18,106,14.0,4.0,2.3,1.0,0.6,0.2,2957520,"21 years, 10 months, 3 days"
201933,Blake Griffin,Nets,Forward,206,113,USA,1989-03-16,12,1,724,32.9,19.8,8.2,4.1,0.8,0.5,32405817,"33 years, 6 months, 3 days"
1629656,Quentin Grimes,Knicks,Guard,193,95,USA,2000-05-08,1,25,46,17.1,6.0,2.0,1.0,0.7,0.2,2168760,"22 years, 4 months, 11 days"
1629060,Rui Hachimura,Wizards,Forward,203,104,Japan,1998-02-08,3,9,147,28.5,13.0,5.2,1.5,0.7,0.2,4916160,"24 years, 7 months, 11 days"
1630169,Tyrese Haliburton,Pacers,Guard,196,84,USA,2000-02-29,2,12,135,32.9,14.3,3.6,6.9,1.6,0.6,4023600,"22 years, 6 months, 21 days"
1630181,R.J. Hampton,Magic,Guard,193,79,USA,2001-02-07,2,24,115,19.9,7.3,3.2,2.1,0.5,0.2,2303040,"21 years, 7 months, 12 days"
203501,Tim Hardaway Jr.,Mavericks,Guard,196,93,USA,1992-03-16,9,24,586,27.0,13.9,2.8,1.9,0.6,0.1,21306816,"30 years, 6 months, 3 days"
201935,James Harden,76ers,Guard,196,100,USA,1989-08-26,13,3,942,34.6,24.9,5.6,6.8,1.5,0.5,43848000,"33 years, 0 months, 24 days"
203090,Maurice Harkless,Hawks,Forward,201,100,USA,1993-05-11,10,15,621,22.6,6.9,3.5,0.9,0.9,0.6,4347600,"29 years, 4 months, 8 days"
1626149,Montrezl Harrell,Hornets,Forward,201,109,USA,1994-01-26,7,32,458,21.5,12.9,5.3,1.4,0.6,0.8,9720900,"28 years, 7 months, 24 days"
203914,Gary Harris,Magic,Guard,193,95,USA,1994-09-14,8,19,468,28.8,11.8,2.5,2.1,1.2,0.2,20482143,"28 years, 0 months, 5 days"
203925,Joe Harris,Nets,Guard,198,100,USA,1991-09-06,8,33,414,25.6,11.1,3.2,1.6,0.5,0.2,17357143,"31 years, 0 months, 13 days"
202699,Tobias Harris,76ers,Forward,201,103,USA,1992-07-15,11,19,753,31.4,16.4,6.2,2.3,0.7,0.5,36000000,"30 years, 2 months, 4 days"
1628404,Josh Hart,Trail Blazers,Guard,196,98,USA,1995-03-06,5,30,296,27.3,9.9,5.7,2.1,0.9,0.4,12000000,"27 years, 6 months, 13 days"
1628392,Isaiah Hartenstein,Knicks,Center,213,113,Germany,1998-05-05,4,43,165,13.7,5.8,3.9,1.5,0.5,0.8,3430810,"24 years, 4 months, 14 days"
2617,Udonis Haslem,Heat,Forward,203,107,USA,1980-06-09,19,Undrafted,872,24.8,7.5,6.6,0.8,0.5,0.3,2641691,"42 years, 3 months, 10 days"
1630573,Sam Hauser,Celtics,Forward,201,98,USA,1997-12-08,1,Undrafted,26,6.1,2.5,1.1,0.4,0.0,0.1,313737,"24 years, 9 months, 11 days"
1629637,Jaxson Hayes,Pelicans,Center,211,100,USA,2000-05-23,3,8,194,17.7,8.1,4.3,0.7,0.4,0.8,5348280,"22 years, 3 months, 27 days"
1630165,Killian Hayes,Pistons,Guard,196,88,France,2001-07-27,2,7,92,25.2,6.8,3.0,4.5,1.1,0.5,5572680,"21 years, 1 months, 23 days"
202330,Gordon Hayward,Hornets,Forward,201,102,USA,1990-03-23,12,9,734,31.1,15.6,4.5,3.5,1.0,0.4,29900000,"32 years, 5 months, 27 days"
1627823,Juancho Hernangomez,Raptors,Forward,206,97,Spain,1995-09-28,6,15,297,15.7,5.4,3.4,0.6,0.4,0.2,6175440,"26 years, 11 months, 22 days"
1626195,Willy Hernangomez,Pelicans,Center,211,113,Spain,1994-05-27,6,35,306,15.3,7.4,5.9,1.1,0.4,0.4,2327220,"28 years, 3 months, 23 days"
1629639,Tyler Herro,Heat,Guard,196,88,USA,2000-01-20,3,13,175,30.3,16.7,4.7,3.2,0.6,0.2,4004280,"22 years, 7 months, 30 days"
1627741,Buddy Hield,Pacers,Guard,193,100,Bahamas,1992-12-17,6,6,468,29.2,15.9,4.3,2.5,0.8,0.3,22477273,"29 years, 9 months, 2 days"
1629312,Haywood Highsmith,Heat,Forward,193,100,USA,1996-12-09,2,,24,8.5,2.2,1.3,0.3,0.1,0.1,85578,"25 years, 9 months, 10 days"
201588,George Hill,Bucks,Guard,193,85,USA,1986-05-04,14,26,869,27.2,10.7,3.0,3.1,0.9,0.3,4000000,"36 years, 4 months, 15 days"
1628988,Aaron Holiday,Hawks,Guard,183,84,USA,1996-09-30,4,23,245,18.2,7.3,1.8,2.4,0.7,0.2,3980551,"25 years, 11 months, 20 days"
201950,Jrue Holiday,Bucks,Guard,190,93,USA,1990-06-12,13,17,839,33.2,16.2,4.0,6.4,1.5,0.5,30133333,"32 years, 3 months, 7 days"
203200,Justin Holiday,Hawks,Forward,198,82,USA,1989-04-05,9,Undrafted,576,24.6,8.7,3.0,1.5,1.0,0.4,6006420,"33 years, 5 months, 14 days"
1626158,Richaun Holmes,Kings,Forward,208,107,USA,1993-10-15,7,37,376,21.1,9.6,5.8,1.1,0.6,1.1,10384500,"28 years, 11 months, 4 days"
203918,Rodney Hood,Clippers,Guard,203,94,USA,1992-10-20,8,23,448,24.5,10.4,2.6,1.6,0.7,0.2,2239544,"29 years, 10 months, 30 days"
201143,Al Horford,Celtics,Center,206,109,Dominican Republic,1986-06-03,15,3,950,32.2,13.7,8.2,3.3,0.8,1.2,27000000,"36 years, 3 months, 16 days"
1629659,Talen Horton-Tucker,Jazz,Guard,193,106,USA,2000-11-25,3,46,131,22.1,9.3,2.8,2.6,1.0,0.4,9500000,"21 years, 9 months, 25 days"
1627863,Danuel House Jr.,76ers,Forward,198,100,USA,1993-06-07,6,Undrafted,204,24.4,8.5,3.6,1.3,0.7,0.4,2045094,"29 years, 3 months, 12 days"
2730,Dwight Howard,Lakers,Center,208,120,USA,1985-12-08,18,1,1242,31.8,15.7,11.8,1.3,0.9,1.8,2641691,"36 years, 9 months, 11 days"
1628989,Kevin Huerter,Kings,Guard,201,90,USA,1998-08-27,4,19,274,29.6,11.4,3.5,3.2,0.9,0.4,4253357,"24 years, 0 months, 23 days"
1630190,Elijah Hughes,Trail Blazers,Guard,196,98,USA,1998-03-10,2,39,54,9.2,2.9,1.2,0.5,0.3,0.2,1517981,"24 years, 6 months, 9 days"
1629631,De'Andre Hunter,Hawks,Forward,203,100,USA,1997-12-02,3,4,139,30.7,13.2,4.1,1.6,0.7,0.4,7775400,"24 years, 9 months, 17 days"
1630538,Bones Hyland,Nuggets,Guard,188,77,USA,2000-09-14,1,26,69,19.0,10.1,2.7,2.8,0.6,0.3,2096880,"22 years, 0 months, 5 days"
201586,Serge Ibaka,Bucks,Forward,208,107,Republic of the Congo,1989-09-18,13,24,903,27.6,12.1,7.2,0.8,0.4,1.9,9742000,"33 years, 0 months, 1 days"
2738,Andre Iguodala,Warriors,Guard,198,98,USA,1984-01-28,18,9,1223,32.2,11.4,4.9,4.2,1.4,0.5,2641691,"38 years, 7 months, 22 days"
204060,Joe Ingles,Bucks,Forward,203,100,Australia,1987-10-02,8,Undrafted,590,25.7,8.6,3.2,3.8,0.9,0.2,14000000,"34 years, 11 months, 17 days"
1627742,Brandon Ingram,Pelicans,Forward,203,86,USA,1997-09-02,6,2,368,32.8,18.5,5.2,3.8,0.7,0.6,29467800,"25 years, 0 months, 17 days"
202681,Kyrie Irving,Nets,Guard,188,88,Australia,1992-03-23,11,1,611,34.0,23.1,3.8,5.7,1.3,0.4,34916200,"30 years, 5 months, 27 days"
1628371,Jonathan Isaac,Magic,Forward,208,104,USA,1997-10-03,3,6,136,25.8,9.3,5.4,1.1,1.1,1.5,17400000,"24 years, 11 months, 16 days"
1628402,Frank Jackson,Pistons,Guard,190,93,USA,1998-05-04,4,31,213,18.2,8.5,1.8,1.0,0.4,0.1,3000000,"24 years, 4 months, 15 days"
1630543,Isaiah Jackson,Pacers,Forward,208,93,USA,2002-01-10,1,22,36,15.0,8.3,4.1,0.3,0.7,1.4,2451120,"20 years, 8 months, 9 days"
1628367,Josh Jackson,Raptors,Guard,203,94,USA,1997-02-10,5,4,291,23.1,11.3,4.0,1.8,0.9,0.6,5005350,"25 years, 7 months, 9 days"
202704,Reggie Jackson,Clippers,Guard,188,94,USA,1990-04-16,11,24,703,25.6,13.1,3.0,4.3,0.7,0.1,10384500,"32 years, 5 months, 3 days"
1628991,Jaren Jackson Jr.,Grizzlies,Forward,211,110,USA,1999-09-15,4,4,204,27.1,15.8,5.1,1.2,0.9,1.8,9180560,"23 years, 0 months, 4 days"
2544,LeBron James,Lakers,Forward,206,113,USA,1984-12-30,19,1,1366,38.2,27.1,7.5,7.4,1.6,0.8,41180544,"37 years, 8 months, 20 days"
1629660,Ty Jerome,Thunder,Guard,196,88,USA,1997-07-08,3,24,112,17.1,7.1,1.9,2.4,0.6,0.1,2412840,"25 years, 2 months, 11 days"
1630198,Isaiah Joe,76ers,Guard,193,75,USA,1999-07-02,2,49,96,10.3,3.7,1.0,0.6,0.3,0.1,1517981,"23 years, 2 months, 17 days"
1629661,Cameron Johnson,Suns,Forward,203,95,USA,1996-03-03,3,11,183,24.2,10.4,3.6,1.4,0.7,0.3,4437000,"26 years, 6 months, 16 days"
1630552,Jalen Johnson,Hawks,Forward,203,99,USA,2001-12-18,1,20,22,5.5,2.4,1.2,0.1,0.1,0.1,2659560,"20 years, 9 months, 1 days"
1629640,Keldon Johnson,Spurs,Forward,198,100,USA,1999-10-11,3,29,161,28.9,14.4,5.8,1.8,0.7,0.2,2145720,"22 years, 11 months, 8 days"
1630553,Keon Johnson,Trail Blazers,Guard,193,84,USA,2002-03-10,1,21,37,18.8,7.2,2.2,2.1,0.8,0.3,2553120,"20 years, 6 months, 9 days"
1626169,Stanley Johnson,Jazz,Forward,198,110,USA,1996-05-29,7,8,419,20.1,6.3,3.1,1.5,0.9,0.2,888616,"26 years, 3 months, 21 days"
203999,Nikola Jokic,Nuggets,Center,211,129,Serbia,1995-02-19,7,41,527,30.4,19.7,10.4,6.2,1.2,0.7,30510423,"27 years, 7 months, 0 days"
1627745,Damian Jones,Lakers,Center,211,111,USA,1995-06-30,6,30,199,15.2,5.6,3.4,0.8,0.4,0.7,1977011,"27 years, 2 months, 20 days"
1630529,Herbert Jones,Pelicans,Forward,201,93,USA,1998-10-06,1,35,78,29.9,9.5,3.8,2.1,1.7,0.8,1700000,"23 years, 11 months, 13 days"
1630539,Kai Jones,Hornets,Center,208,100,Bahamas,2001-01-19,1,19,21,3.0,1.0,0.5,0.2,0.0,0.1,2770560,"21 years, 8 months, 0 days"
1630200,Tre Jones,Spurs,Guard,185,84,USA,2000-01-08,2,41,106,13.4,4.8,1.7,2.6,0.5,0.1,1517981,"22 years, 8 months, 11 days"
1626145,Tyus Jones,Grizzlies,Guard,183,89,USA,1996-05-10,7,24,455,18.4,6.2,1.8,3.7,1.0,0.1,7522200,"26 years, 4 months, 9 days"
1627884,Derrick Jones Jr.,Bulls,Forward,198,95,USA,1997-02-15,6,Undrafted,280,19.8,6.5,3.4,0.7,0.7,0.7,9720900,"25 years, 7 months, 4 days"
201599,DeAndre Jordan,Nuggets,Center,211,120,USA,1988-07-21,14,35,980,26.7,9.1,10.3,1.0,0.5,1.5,10517224,"34 years, 1 months, 29 days"
202709,Cory Joseph,Pistons,Guard,190,91,Canada,1991-08-20,11,29,728,22.2,7.1,2.6,3.0,0.8,0.2,7310000,"31 years, 0 months, 30 days"
1628379,Luke Kennard,Clippers,Guard,196,93,USA,1996-06-24,5,12,297,23.5,10.0,2.9,2.0,0.5,0.1,12727273,"26 years, 2 months, 26 days"
1630557,Corey Kispert,Wizards,Forward,198,102,USA,1999-03-03,1,15,77,23.4,8.2,2.7,1.1,0.5,0.3,3383640,"23 years, 6 months, 16 days"
1628467,Maxi Kleber,Mavericks,Forward,208,109,Germany,1992-01-29,5,Undrafted,326,22.7,7.1,4.8,1.1,0.4,0.9,8750000,"30 years, 7 months, 21 days"
1629723,John Konchar,Grizzlies,Guard,196,95,USA,1996-03-22,3,Undrafted,134,15.3,4.4,3.8,1.3,0.6,0.3,2197674,"26 years, 5 months, 28 days"
1627788,Furkan Korkmaz,76ers,Guard,201,92,Turkey,1997-07-24,5,26,256,18.7,7.9,2.2,1.3,0.6,0.1,4629630,"25 years, 1 months, 26 days"
1628436,Luke Kornet,Celtics,Center,218,113,USA,1995-07-15,5,Undrafted,148,14.3,5.5,2.6,1.0,0.3,0.8,606702,"27 years, 2 months, 4 days"
1630249,Vit Krejci,Thunder,Guard,203,88,Czech Republic,2000-06-19,1,37,30,23.0,6.2,3.4,1.9,0.6,0.3,925258,"22 years, 3 months, 0 days"
1630228,Jonathan Kuminga,Warriors,Forward,201,102,DRC,2002-10-06,1,7,70,16.9,9.3,3.3,0.9,0.4,0.3,5466360,"19 years, 11 months, 13 days"
1628398,Kyle Kuzma,Wizards,Forward,206,100,USA,1995-07-24,5,27,342,30.4,15.6,6.2,2.2,0.6,0.5,13000000,"27 years, 1 months, 26 days"
203897,Zach LaVine,Bulls,Guard,196,91,USA,1995-03-10,8,13,478,31.8,19.8,3.9,3.9,0.9,0.3,19500000,"27 years, 6 months, 9 days"
203087,Jeremy Lamb,Kings,Guard,196,82,USA,1992-05-30,10,12,573,20.8,10.1,3.6,1.6,0.7,0.4,10500000,"30 years, 3 months, 20 days"
1629111,Jock Landale,Suns,Center,211,116,Australia,1995-10-25,1,Undrafted,54,10.9,4.9,2.6,0.8,0.2,0.3,925258,"26 years, 10 months, 25 days"
1629641,Romeo Langford,Spurs,Guard,196,98,USA,1999-10-25,3,14,98,14.5,3.6,1.9,0.5,0.4,0.3,3804360,"22 years, 10 months, 25 days"
1627774,Jake Layman,Timberwolves,Forward,203,95,USA,1994-03-07,6,47,243,12.8,4.8,1.7,0.5,0.4,0.3,3940184,"28 years, 6 months, 12 days"
1627747,Caris LeVert,Cavaliers,Guard,198,93,USA,1994-08-25,6,20,318,27.5,14.6,3.8,4.0,1.1,0.3,17500000,"28 years, 0 months, 25 days"
1627814,Damion Lee,Suns,Guard,196,95,USA,1992-10-21,5,Undrafted,216,21.0,8.2,3.5,1.4,0.7,0.1,1910860,"29 years, 10 months, 29 days"
1630240,Saben Lee,Pistons,Guard,188,83,USA,1999-06-23,2,38,85,16.3,5.6,2.2,3.3,0.8,0.3,1489065,"23 years, 2 months, 27 days"
203458,Alex Len,Kings,Center,213,113,Ukraine,1993-06-16,9,5,570,18.9,7.7,5.9,0.9,0.4,1.0,3731707,"29 years, 3 months, 3 days"
202695,Kawhi Leonard,Clippers,Forward,201,102,USA,1991-06-29,10,15,576,31.3,19.2,6.4,2.9,1.8,0.6,39344900,"31 years, 2 months, 21 days"
1630184,Kira Lewis Jr.,Pelicans,Guard,185,77,USA,2001-04-06,2,13,78,16.0,6.2,1.4,2.2,0.6,0.1,3822240,"21 years, 5 months, 13 days"
203081,Damian Lillard,Trail Blazers,Guard,188,88,USA,1990-07-15,10,6,711,36.3,24.6,4.2,6.6,1.0,0.3,39344900,"32 years, 2 months, 4 days"
1629642,Nassir Little,Trail Blazers,Forward,196,100,USA,2000-02-11,3,25,138,16.7,5.8,3.4,0.7,0.3,0.5,2316240,"22 years, 7 months, 8 days"
1630587,Isaiah Livers,Pistons,Forward,198,105,USA,1998-07-28,1,42,19,20.2,6.4,3.0,1.1,0.7,0.4,1057260,"24 years, 1 months, 22 days"
1626172,Kevon Looney,Warriors,Forward,206,101,USA,1996-02-06,7,30,367,16.4,4.7,4.8,1.4,0.5,0.6,5178572,"26 years, 7 months, 13 days"
201572,Brook Lopez,Bucks,Center,213,128,USA,1988-04-01,14,10,868,30.2,16.4,6.2,1.4,0.6,1.8,13302325,"34 years, 5 months, 18 days"
201577,Robin Lopez,Cavaliers,Center,213,127,USA,1988-04-01,14,15,939,21.9,8.7,4.9,0.8,0.2,1.1,5000000,"34 years, 5 months, 18 days"
1629712,Didi Louzada,Trail Blazers,Guard,196,85,Brazil,1999-07-02,3,35,12,15.5,3.6,1.7,0.7,0.3,0.2,1786878,"23 years, 2 months, 17 days"
201567,Kevin Love,Cavaliers,Forward,203,114,USA,1988-09-07,14,5,812,30.9,17.6,10.7,2.4,0.7,0.4,31300000,"34 years, 0 months, 12 days"
200768,Kyle Lowry,Heat,Guard,183,89,USA,1986-03-25,16,24,1023,31.9,14.8,4.4,6.3,1.3,0.3,26984128,"36 years, 5 months, 25 days"
1627789,Timothe Luwawu-Cabarrot,Hawks,Guard,201,98,France,1995-05-09,6,24,328,16.0,5.9,2.0,0.9,0.4,0.1,1939350,"27 years, 4 months, 10 days"
1626168,Trey Lyles,Kings,Forward,206,106,Canada,1995-11-05,7,12,449,18.3,7.8,4.3,1.1,0.4,0.3,2500000,"26 years, 10 months, 14 days"
1630177,Theo Maledon,Thunder,Guard,193,79,France,2001-06-12,2,34,116,23.2,8.8,2.9,2.9,0.8,0.2,2000000,"21 years, 3 months, 7 days"
1629611,Terance Mann,Clippers,Guard,196,98,USA,1996-10-18,3,48,189,20.9,7.6,3.8,1.9,0.5,0.2,1782621,"25 years, 11 months, 1 days"
1630544,Tre Mann,Thunder,Guard,190,81,USA,2001-02-03,1,18,60,22.8,10.4,2.9,1.5,0.8,0.2,2901240,"21 years, 7 months, 16 days"
1626246,Boban Marjanovic,Rockets,Center,221,132,Serbia,1988-08-15,7,Undrafted,286,9.2,5.9,3.8,0.5,0.2,0.3,3500000,"34 years, 1 months, 4 days"
1628374,Lauri Markkanen,Jazz,Forward,211,109,Finland,1997-05-22,5,7,282,29.7,15.4,6.8,1.3,0.7,0.5,15690909,"25 years, 3 months, 28 days"
1630230,Naji Marshall,Pelicans,Forward,201,100,USA,1998-01-24,2,Undrafted,87,16.5,6.4,3.3,1.7,0.7,0.2,1517981,"24 years, 7 months, 26 days"
1628997,Caleb Martin,Heat,Forward,196,93,USA,1995-09-28,3,Undrafted,131,19.1,7.1,3.1,1.2,0.8,0.4,527614,"26 years, 11 months, 22 days"
1628998,Cody Martin,Hornets,Forward,198,93,USA,1995-09-28,3,36,171,21.2,5.8,3.5,2.1,1.0,0.3,1782621,"26 years, 11 months, 22 days"
1630231,Kenyon Martin Jr.,Rockets,Forward,196,98,USA,2001-01-06,2,52,124,22.0,9.0,4.3,1.2,0.5,0.7,1517981,"21 years, 8 months, 13 days"
1629726,Garrison Mathews,Rockets,Guard,196,98,USA,1996-10-24,3,Undrafted,147,20.3,7.5,2.0,0.7,0.6,0.2,1093598,"25 years, 10 months, 26 days"
202083,Wesley Matthews,Bucks,Guard,193,100,USA,1986-10-14,13,Undrafted,898,30.5,12.2,2.9,2.0,1.0,0.2,1958501,"35 years, 11 months, 5 days"
1630178,Tyrese Maxey,76ers,Guard,188,91,USA,2000-11-04,2,21,136,26.4,13.2,2.5,3.2,0.6,0.3,2602920,"21 years, 10 months, 15 days"
1630540,Miles McBride,Knicks,Guard,185,88,USA,2000-09-08,1,36,40,9.3,2.2,1.1,1.0,0.4,0.0,925258,"22 years, 0 months, 11 days"
203468,CJ McCollum,Pelicans,Guard,190,86,USA,1991-09-19,9,10,590,31.6,19.2,3.5,3.5,0.9,0.4,30864198,"31 years, 0 months, 0 days"
204456,T.J. McConnell,Pacers,Guard,185,86,USA,1992-03-25,7,,481,22.2,6.9,3.0,5.0,1.3,0.2,7500000,"30 years, 5 months, 25 days"
1630183,Jaden McDaniels,Timberwolves,Forward,206,84,USA,2000-09-29,2,28,133,24.9,8.1,3.9,1.1,0.7,0.9,2063280,"21 years, 11 months, 21 days"
1629667,Jalen McDaniels,Hornets,Forward,206,93,USA,1998-01-31,3,52,118,17.7,6.6,3.4,1.1,0.5,0.4,1782621,"24 years, 7 months, 19 days"
203926,Doug McDermott,Spurs,Forward,201,102,USA,1992-01-03,8,11,527,20.9,9.2,2.3,0.9,0.2,0.1,13750000,"30 years, 8 months, 16 days"
201580,JaVale McGee,Mavericks,Center,213,122,USA,1988-01-19,14,18,821,17.0,8.0,5.3,0.4,0.4,1.5,5000000,"34 years, 8 months, 0 days"
203585,Rodney McGruder,Pistons,Guard,193,93,USA,1991-07-29,6,Undrafted,285,19.8,5.8,2.8,1.2,0.5,0.2,1939350,"31 years, 1 months, 21 days"
1629162,Jordan McLaughlin,Timberwolves,Guard,180,84,USA,1996-04-09,3,Undrafted,143,17.0,5.0,1.8,3.5,1.0,0.1,1669178,"26 years, 5 months, 10 days"
203463,Ben McLemore,Trail Blazers,Guard,190,88,USA,1993-02-11,9,7,556,22.5,9.0,2.3,1.0,0.6,0.2,2389641,"29 years, 7 months, 8 days"
1629001,De'Anthony Melton,76ers,Guard,188,91,USA,1998-05-28,4,46,235,20.7,8.4,3.6,2.8,1.3,0.5,8437500,"24 years, 3 months, 22 days"
1629002,Chimezie Metu,Kings,Forward,206,102,USA,1997-03-22,4,49,143,14.1,6.1,3.6,0.8,0.5,0.4,1762796,"25 years, 5 months, 28 days"
203114,Khris Middleton,Bucks,Forward,201,101,USA,1991-08-12,10,39,651,31.8,17.1,4.9,3.8,1.2,0.2,35500000,"31 years, 1 months, 7 days"
201988,Patty Mills,Nets,Guard,183,82,Australia,1988-08-11,13,55,820,20.7,9.2,1.7,2.3,0.7,0.1,5890000,"34 years, 1 months, 8 days"
200794,Paul Millsap,76ers,Forward,201,117,USA,1985-02-10,16,47,1085,28.1,13.4,7.1,2.2,1.2,1.0,2641691,"37 years, 7 months, 9 days"
1629003,Shake Milton,76ers,Guard,196,93,USA,1996-09-26,4,54,178,20.9,9.7,2.3,2.6,0.5,0.3,1846738,"25 years, 11 months, 24 days"
1630558,Davion Mitchell,Kings,Guard,183,92,USA,1998-09-05,1,9,75,27.7,11.5,2.2,4.2,0.7,0.3,4603320,"24 years, 0 months, 14 days"
1628378,Donovan Mitchell,Cavaliers,Guard,185,98,USA,1996-09-07,5,13,345,33.7,23.9,4.2,4.5,1.3,0.3,28103550,"26 years, 0 months, 12 days"
1630596,Evan Mobley,Cavaliers,Center,211,98,USA,2001-06-18,1,3,69,33.8,15.0,8.3,2.5,0.8,1.7,8075160,"21 years, 3 months, 1 days"
1628370,Malik Monk,Kings,Guard,190,91,USA,1998-02-04,5,11,309,20.4,10.3,2.3,2.0,0.5,0.2,1789256,"24 years, 7 months, 15 days"
1630541,Moses Moody,Warriors,Guard,196,96,USA,2002-05-31,1,14,52,11.7,4.4,1.5,0.4,0.1,0.2,3562080,"20 years, 3 months, 19 days"
1629630,Ja Morant,Grizzlies,Guard,190,79,USA,1999-08-10,3,2,187,32.2,21.2,4.5,7.1,1.0,0.3,9603360,"23 years, 1 months, 9 days"
202693,Markieff Morris,Nets,Forward,206,111,USA,1989-09-02,11,13,715,24.8,10.9,5.2,1.6,0.8,0.5,2641691,"33 years, 0 months, 17 days"
1628420,Monte Morris,Wizards,Guard,188,83,USA,1995-06-27,5,51,280,25.2,10.5,2.3,3.7,0.8,0.2,8333333,"27 years, 2 months, 23 days"
1630530,Trey Murphy III,Pelicans,Forward,203,93,USA,2000-06-18,1,17,62,13.9,5.4,2.4,0.6,0.4,0.1,3053760,"22 years, 3 months, 1 days"
1627749,Dejounte Murray,Hawks,Guard,193,82,USA,1996-09-19,5,29,320,25.8,12.5,6.0,4.8,1.4,0.3,15428571,"26 years, 0 months, 0 days"
1627750,Jamal Murray,Nuggets,Guard,190,98,Canada,1997-02-23,5,7,345,30.1,16.3,3.6,3.8,1.0,0.3,31590000,"25 years, 6 months, 27 days"
