PERSON_ID,PLAYER_NAME,TEAM_NAME,POSITION,HEIGHT,WEIGHT,COUNTRY,BIRTHDATE,SEASON_EXP,DRAFT_NUMBER,GP,MIN,PTS,REB,AST,STL,BLK,SALARY,AGE
203488,Mike Muscala,Thunder,Forward,208,109,USA,1991-07-01,9,44,432,15.5,6.2,3.2,0.9,0.3,0.5,3500000,"31 years, 2 months, 18 days"
1629004,Svi Mykhailiuk,Raptors,Guard,201,93,Ukraine,1997-06-10,5,47,220,17.0,6.6,1.8,1.4,0.6,0.1,1729217,"25 years, 3 months, 9 days"
1626204,Larry Nance Jr.,Pelicans,Forward,201,111,USA,1993-01-01,7,27,396,24.1,8.1,6.5,1.9,1.2,0.5,10690909,"29 years, 8 months, 18 days"
1630174,Aaron Nesmith,Pacers,Guard,196,98,USA,1999-10-16,2,14,98,12.7,4.2,2.2,0.5,0.4,0.1,3631200,"22 years, 11 months, 3 days"
203526,Raul Neto,Cavaliers,Guard,188,82,Brazil,1992-05-19,7,47,387,16.2,6.0,1.6,2.2,0.7,0.1,2089448,"30 years, 4 months, 0 days"
1627777,Georges Niang,76ers,Forward,201,104,USA,1993-06-17,6,50,305,14.6,6.1,2.0,0.8,0.3,0.1,3300000,"29 years, 3 months, 2 days"
1630227,Daishen Nix,Rockets,Guard,193,103,USA,2002-02-13,1,Undrafted,24,10.9,3.2,1.4,1.7,0.6,0.0,292466,"20 years, 7 months, 6 days"
1630192,Zeke Nnaji,Nuggets,Forward,206,109,USA,2001-01-09,2,22,83,13.2,4.9,2.6,0.3,0.3,0.2,2498760,"21 years, 8 months, 10 days"
203457,Nerlens Noel,Pistons,Center,211,100,USA,1994-04-10,8,6,450,22.4,7.3,6.2,1.1,1.3,1.5,8800000,"28 years, 5 months, 9 days"
1629669,Jaylen Nowell,Timberwolves,Guard,193,91,USA,1999-07-09,3,43,119,15.8,8.1,1.9,1.8,0.4,0.2,1782621,"23 years, 2 months, 10 days"
1628373,Frank Ntilikina,Mavericks,Guard,193,91,France,1998-07-28,5,8,269,17.9,5.2,1.8,2.3,0.7,0.2,1789256,"24 years, 1 months, 22 days"
1629134,Kendrick Nunn,Lakers,Guard,188,86,USA,1995-08-03,2,Undrafted,123,29.4,15.0,2.9,3.0,0.9,0.2,5000000,"27 years, 1 months, 16 days"
203994,Jusuf Nurkic,Trail Blazers,Center,211,132,Bosnia and Herzegovina,1994-08-23,8,16,411,23.9,12.2,8.5,2.2,0.9,1.2,12000000,"28 years, 0 months, 27 days"
1628021,David Nwaba,Rockets,Guard,196,99,USA,1993-01-14,6,Undrafted,237,19.3,6.8,3.7,1.0,0.7,0.4,4650000,"29 years, 8 months, 5 days"
1629670,Jordan Nwora,Bucks,Forward,203,102,USA,1998-09-09,2,45,92,15.9,7.2,3.1,0.7,0.5,0.3,1517981,"24 years, 0 months, 10 days"
1626220,Royce O'Neale,Nets,Forward,196,103,USA,1993-06-05,5,Undrafted,370,25.7,6.2,4.8,2.1,0.8,0.4,8678571,"29 years, 3 months, 14 days"
1629643,Chuma Okeke,Magic,Forward,198,104,USA,1998-08-18,2,16,115,25.1,8.3,4.6,1.9,1.3,0.6,3277080,"24 years, 1 months, 1 days"
1629006,Josh Okogie,Suns,Guard,193,97,Nigeria,1998-09-01,4,20,244,20.6,6.4,2.9,1.1,1.0,0.4,4087904,"24 years, 0 months, 18 days"
1630168,Onyeka Okongwu,Hawks,Forward,203,109,USA,2000-12-11,2,6,98,16.3,6.3,4.6,0.7,0.6,0.9,6104280,"21 years, 9 months, 8 days"
1630171,Isaac Okoro,Cavaliers,Forward,196,102,USA,2001-01-26,2,5,134,31.0,9.2,3.0,1.9,0.9,0.3,6720720,"21 years, 7 months, 24 days"
203506,Victor Oladipo,Heat,Guard,193,97,USA,1992-05-04,9,2,462,32.8,17.4,4.6,3.9,1.6,0.5,2389641,"30 years, 4 months, 15 days"
203482,Kelly Olynyk,Pistons,Forward,211,109,Canada,1991-04-19,9,13,610,22.0,10.1,5.1,2.0,0.8,0.5,12195122,"31 years, 5 months, 0 days"
1626224,Cedi Osman,Cavaliers,Forward,201,104,Turkey,1995-04-08,5,31,327,24.5,10.0,3.2,2.1,0.7,0.1,8050000,"27 years, 5 months, 11 days"
1626162,Kelly Oubre Jr.,Hornets,Forward,198,92,USA,1995-12-09,7,15,479,25.2,12.0,4.3,1.0,0.9,0.5,12000000,"26 years, 9 months, 10 days"
1629672,Eric Paschall,Timberwolves,Forward,198,116,USA,1996-11-04,3,41,158,19.5,9.8,3.2,1.4,0.3,0.2,1782621,"25 years, 10 months, 15 days"
101108,Chris Paul,Suns,Guard,183,79,USA,1985-05-06,17,4,1155,34.5,18.1,4.5,9.5,2.1,0.1,30800000,"37 years, 4 months, 13 days"
1626166,Cameron Payne,Suns,Guard,185,83,USA,1994-08-08,7,14,279,17.9,7.6,2.2,3.2,0.7,0.2,6500000,"28 years, 1 months, 11 days"
203901,Elfrid Payton,Suns,Guard,190,88,USA,1994-02-22,8,10,500,26.8,10.1,4.0,5.7,1.2,0.3,2239544,"28 years, 6 months, 28 days"
1627780,Gary Payton II,Trail Blazers,Guard,190,88,USA,1992-12-01,6,Undrafted,142,14.5,5.2,2.8,1.1,1.0,0.3,1939350,"29 years, 9 months, 18 days"
203486,Mason Plumlee,Hornets,Forward,211,115,USA,1990-03-05,9,22,661,22.3,8.3,6.6,2.4,0.8,0.9,8137500,"32 years, 6 months, 14 days"
1627751,Jakob Poeltl,Spurs,Center,216,111,Austria,1995-10-15,6,9,416,20.2,7.3,6.1,1.4,0.5,1.3,8750000,"26 years, 11 months, 4 days"
1630197,Aleksej Pokusevski,Thunder,Forward,213,86,Serbia,2001-12-26,2,17,106,21.9,7.8,5.0,2.2,0.6,0.8,3113160,"20 years, 8 months, 24 days"
1629673,Jordan Poole,Warriors,Guard,193,88,USA,1999-06-19,3,28,184,24.7,13.7,2.6,2.9,0.7,0.2,2161440,"23 years, 3 months, 0 days"
1629645,Kevin Porter Jr.,Rockets,Guard,193,92,USA,2000-05-04,3,30,137,28.5,13.7,3.9,4.7,1.0,0.3,2130240,"22 years, 4 months, 15 days"
1629008,Michael Porter Jr.,Nuggets,Forward,208,99,USA,1998-06-29,3,14,125,24.6,14.1,6.1,1.1,0.6,0.6,5258735,"24 years, 2 months, 21 days"
203490,Otto Porter Jr.,Raptors,Forward,203,90,USA,1993-06-03,9,3,504,26.0,10.6,5.1,1.5,1.1,0.4,2389641,"29 years, 3 months, 16 days"
1626171,Bobby Portis,Bucks,Forward,208,113,USA,1995-02-10,7,22,453,21.7,11.1,6.6,1.2,0.6,0.4,4347600,"27 years, 7 months, 9 days"
204001,Kristaps Porzingis,Wizards,Forward,221,109,Latvia,1995-08-02,6,4,337,30.8,18.9,7.9,1.6,0.7,1.9,31650600,"27 years, 1 months, 17 days"
203939,Dwight Powell,Mavericks,Forward,208,109,Canada,1991-07-20,8,45,511,19.0,7.7,4.6,1.0,0.6,0.5,11000000,"31 years, 1 months, 30 days"
1626181,Norman Powell,Clippers,Guard,190,98,USA,1993-05-25,7,46,421,22.4,11.3,2.6,1.5,0.8,0.3,15517242,"29 years, 3 months, 25 days"
1630563,Joshua Primo,Spurs,Guard,193,86,Canada,2002-12-24,1,12,50,19.3,5.8,2.3,1.6,0.4,0.5,3946800,"19 years, 8 months, 26 days"
1627752,Taurean Prince,Timberwolves,Forward,198,99,USA,1994-03-22,6,12,370,24.2,10.5,3.9,1.7,0.8,0.4,15057692,"28 years, 5 months, 28 days"
1630202,Payton Pritchard,Celtics,Guard,185,88,USA,1998-01-28,2,26,137,16.6,6.9,2.1,1.9,0.5,0.1,2137440,"24 years, 7 months, 22 days"
1630193,Immanuel Quickley,Knicks,Guard,190,86,USA,1999-06-17,2,25,142,21.5,11.4,2.7,2.8,0.6,0.1,2210640,"23 years, 3 months, 2 days"
203944,Julius Randle,Knicks,Forward,203,113,USA,1994-11-29,8,7,518,31.2,17.7,9.3,3.6,0.7,0.5,19800000,"27 years, 9 months, 21 days"
1630559,Austin Reaves,Lakers,Guard,196,89,USA,1998-05-29,1,Undrafted,61,23.2,7.3,3.2,1.8,0.5,0.3,925258,"24 years, 3 months, 21 days"
1629629,Cam Reddish,Knicks,Forward,203,98,USA,1999-09-01,3,10,133,24.9,10.5,3.2,1.3,1.1,0.4,4670160,"23 years, 0 months, 18 days"
1630194,Paul Reed,76ers,Forward,206,95,USA,1999-06-14,2,58,64,7.5,3.2,2.4,0.4,0.7,0.4,1517981,"23 years, 3 months, 5 days"
1629675,Naz Reid,Timberwolves,Center,206,120,USA,1999-08-26,3,Undrafted,177,17.3,9.5,4.2,1.0,0.5,1.0,1782621,"23 years, 0 months, 24 days"
1630208,Nick Richards,Hornets,Center,213,111,Jamaica,1997-11-29,2,42,68,6.3,2.4,1.4,0.2,0.1,0.3,1517981,"24 years, 9 months, 21 days"
1626196,Josh Richardson,Spurs,Guard,196,91,USA,1993-09-15,7,40,438,29.8,12.0,3.1,2.7,1.1,0.6,11600000,"29 years, 0 months, 4 days"
203085,Austin Rivers,Timberwolves,Guard,193,91,USA,1992-08-01,10,10,655,24.2,8.8,2.1,2.2,0.7,0.2,2401537,"30 years, 1 months, 18 days"
1629130,Duncan Robinson,Heat,Forward,201,98,USA,1994-04-22,4,Undrafted,239,27.7,11.9,2.9,1.5,0.5,0.2,15560000,"28 years, 4 months, 28 days"
1629011,Mitchell Robinson,Knicks,Center,213,109,USA,1998-04-01,4,36,230,23.8,8.4,7.5,0.6,0.9,2.0,1802057,"24 years, 5 months, 18 days"
1630526,Jeremiah Robinson-Earl,Thunder,Forward,203,110,USA,2000-11-03,1,32,49,22.2,7.5,5.6,1.0,0.6,0.3,2000000,"21 years, 10 months, 16 days"
1629676,Isaiah Roby,Spurs,Forward,203,104,USA,1998-02-03,3,45,109,21.9,9.1,5.1,1.6,0.8,0.7,1782621,"24 years, 7 months, 16 days"
200765,Rajon Rondo,Cavaliers,Guard,185,82,USA,1986-02-22,17,21,957,29.9,9.8,4.5,7.9,1.6,0.1,2641691,"36 years, 6 months, 28 days"
201565,Derrick Rose,Knicks,Guard,188,91,USA,1988-10-04,13,1,672,31.7,18.2,3.3,5.4,0.8,0.3,13445120,"33 years, 11 months, 15 days"
203082,Terrence Ross,Magic,Guard,198,93,USA,1991-02-05,10,8,670,24.8,11.2,2.8,1.3,0.8,0.3,12500000,"31 years, 7 months, 14 days"
1626179,Terry Rozier,Hornets,Guard,185,86,USA,1994-03-17,7,16,477,26.1,12.7,3.9,3.2,0.9,0.2,17905263,"28 years, 6 months, 2 days"
201937,Ricky Rubio,Cavaliers,Guard,188,86,Spain,1990-10-21,11,5,665,30.3,11.1,4.2,7.6,1.8,0.1,17809524,"31 years, 10 months, 29 days"
1626156,D'Angelo Russell,Timberwolves,Guard,193,88,USA,1996-02-23,7,2,424,29.4,17.7,3.5,5.6,1.1,0.3,30013500,"26 years, 6 months, 27 days"
1627734,Domantas Sabonis,Kings,Forward,211,109,Lithuania,1996-05-03,6,11,415,28.4,14.4,9.2,3.6,0.7,0.4,18562500,"26 years, 4 months, 16 days"
203967,Dario Saric,Suns,Forward,208,102,Croatia,1994-04-08,5,12,356,25.2,11.7,5.9,2.0,0.6,0.2,9000000,"28 years, 5 months, 11 days"
203107,Tomas Satoransky,Wizards,Guard,201,95,Czech Republic,1991-10-30,7,32,388,22.2,6.9,2.9,4.1,0.8,0.2,10468119,"30 years, 10 months, 20 days"
203471,Dennis Schroder,Rockets,Guard,185,78,Germany,1993-09-15,9,17,621,26.5,14.2,2.9,4.7,0.8,0.1,5890000,"29 years, 0 months, 4 days"
1630578,Alperen Sengun,Rockets,Center,208,110,Turkey,2002-07-25,1,16,72,20.7,9.6,5.5,2.6,0.8,0.9,3214680,"20 years, 1 months, 25 days"
1629012,Collin Sexton,Jazz,Guard,185,86,USA,1999-01-04,4,8,218,32.9,20.0,3.0,3.3,0.8,0.1,6349671,"23 years, 8 months, 15 days"
1629013,Landry Shamet,Suns,Guard,193,86,USA,1997-03-13,4,26,262,23.3,9.0,1.8,1.6,0.4,0.1,3768342,"25 years, 6 months, 6 days"
1630549,Day'Ron Sharpe,Nets,Center,206,120,USA,2001-11-06,1,29,32,12.2,6.2,5.0,0.5,0.3,0.5,2009040,"20 years, 10 months, 13 days"
1627783,Pascal Siakam,Raptors,Forward,203,104,Cameroon,1994-04-02,6,27,400,29.5,15.7,6.3,3.1,0.9,0.7,31320000,"28 years, 5 months, 17 days"
1627732,Ben Simmons,Nets,Guard,211,109,Australia,1996-07-20,4,1,275,33.9,15.9,8.1,7.7,1.7,0.7,31590000,"26 years, 1 months, 30 days"
1630250,Marko Simonovic,Bulls,Center,211,100,Montenegro,1999-10-15,1,44,9,3.9,1.9,1.1,0.0,0.1,0.1,925258,"22 years, 11 months, 4 days"
1629014,Anfernee Simons,Trail Blazers,Guard,190,82,USA,1999-06-08,4,24,211,20.7,10.2,2.2,2.0,0.4,0.1,3938818,"23 years, 3 months, 11 days"
203935,Marcus Smart,Celtics,Guard,193,100,USA,1994-03-06,8,6,520,29.8,10.5,3.6,4.5,1.6,0.4,14339285,"28 years, 6 months, 13 days"
202397,Ish Smith,Nuggets,Guard,183,79,USA,1988-07-05,12,Undrafted,719,20.0,7.6,2.5,3.9,0.7,0.3,4500000,"34 years, 2 months, 14 days"
1630188,Jalen Smith,Pacers,Forward,208,98,USA,2000-03-16,2,10,78,13.8,6.7,4.4,0.4,0.2,0.6,4458000,"22 years, 6 months, 3 days"
1630270,Xavier Sneed,Jazz,Forward,196,98,USA,1997-12-21,1,Undrafted,9,4.3,0.6,0.7,0.1,0.0,0.0,1563518,"24 years, 8 months, 29 days"
203503,Tony Snell,Pelicans,Guard,198,97,USA,1991-11-10,9,20,601,21.8,6.1,2.3,1.1,0.4,0.2,2389641,"30 years, 10 months, 9 days"
1630531,Jaden Springer,76ers,Guard,193,92,USA,2002-09-25,1,28,2,2.8,1.0,1.0,0.0,0.0,1.0,2023800,"19 years, 11 months, 25 days"
202362,Lance Stephenson,Pacers,Forward,196,95,USA,1990-09-05,11,40,554,22.9,8.6,4.1,2.9,0.6,0.1,924730,"32 years, 0 months, 14 days"
1630205,Lamar Stevens,Cavaliers,Forward,198,104,USA,1997-07-09,2,Undrafted,103,14.7,5.3,2.5,0.7,0.5,0.3,1517981,"25 years, 2 months, 10 days"
1630191,Isaiah Stewart,Pistons,Forward,203,113,USA,2001-05-22,2,16,139,23.5,8.1,7.7,1.0,0.4,1.2,3277080,"21 years, 3 months, 28 days"
1629622,Max Strus,Heat,Guard,196,98,USA,1996-03-28,3,Undrafted,109,19.3,8.8,2.2,1.1,0.4,0.2,1669178,"26 years, 5 months, 22 days"
1630591,Jalen Suggs,Magic,Guard,196,93,USA,2001-06-03,1,5,48,27.2,11.8,3.6,4.4,1.2,0.4,6593040,"21 years, 3 months, 16 days"
1630256,Jae'Sean Tate,Rockets,Forward,193,104,USA,1995-10-28,2,Undrafted,148,27.7,11.6,5.4,2.7,1.1,0.5,1517981,"26 years, 10 months, 22 days"
1628369,Jayson Tatum,Celtics,Forward,203,95,USA,1998-03-03,5,3,365,33.4,20.9,6.6,3.0,1.1,0.7,28103550,"24 years, 6 months, 16 days"
202066,Garrett Temple,Pelicans,Guard,196,88,USA,1986-05-08,12,Undrafted,691,21.4,6.4,2.3,1.7,0.8,0.3,4910000,"36 years, 4 months, 11 days"
1630179,Tyrell Terry,Grizzlies,Guard,188,73,USA,2000-09-28,3,31,13,4.6,1.0,0.5,0.5,0.4,0.0,1517981,"21 years, 11 months, 22 days"
1628464,Daniel Theis,Pacers,Forward,206,111,Germany,1992-04-04,5,Undrafted,306,19.6,7.6,4.9,1.3,0.5,0.9,8372093,"30 years, 5 months, 15 days"
1630560,Cam Thomas,Nets,Guard,190,95,Japan,2001-10-13,1,27,67,17.6,8.5,2.4,1.2,0.5,0.1,2036280,"20 years, 11 months, 6 days"
1629744,Matt Thomas,Bulls,Guard,190,86,USA,1994-08-04,3,Undrafted,126,9.7,4.0,1.2,0.5,0.2,0.0,1669178,"28 years, 1 months, 15 days"
202691,Klay Thompson,Warriors,Guard,198,100,USA,1990-02-08,9,11,647,32.9,19.5,3.5,2.3,0.9,0.5,37980720,"32 years, 7 months, 11 days"
202684,Tristan Thompson,Bulls,Center,206,115,Canada,1991-03-13,11,4,730,26.8,9.0,8.4,1.0,0.5,0.7,9720900,"31 years, 6 months, 6 days"
1630550,JT Thor,Hornets,Forward,206,92,USA,2002-08-26,1,37,33,7.9,2.0,1.3,0.6,0.2,0.3,1250000,"20 years, 0 months, 24 days"
1629680,Matisse Thybulle,76ers,Guard,196,91,USA,1997-03-04,3,20,196,21.8,4.8,1.9,1.1,1.6,1.0,2840160,"25 years, 6 months, 15 days"
1629681,Killian Tillie,Grizzlies,Forward,206,100,France,1998-03-05,2,Undrafted,54,11.9,3.2,1.6,0.6,0.5,0.4,2000000,"24 years, 6 months, 14 days"
1630214,Xavier Tillman Sr.,Grizzlies,Forward,203,111,USA,1999-01-12,2,35,112,15.9,5.7,3.7,1.2,0.8,0.4,1517981,"23 years, 8 months, 7 days"
1630225,Isaiah Todd,Wizards,Forward,206,99,USA,2001-10-17,1,31,12,6.2,1.7,1.0,0.3,0.3,0.2,1500000,"20 years, 11 months, 2 days"
1630167,Obi Toppin,Knicks,Forward,206,100,USA,1998-03-04,2,8,134,14.3,6.7,3.0,0.8,0.3,0.4,5105160,"24 years, 6 months, 15 days"
1629308,Juan Toscano-Anderson,Lakers,Forward,198,95,USA,1993-04-10,3,Undrafted,139,17.1,4.8,3.3,2.2,0.7,0.3,1701593,"29 years, 5 months, 9 days"
1626157,Karl-Anthony Towns,Timberwolves,Center,211,112,USA,1995-11-15,7,1,482,34.2,23.2,11.3,3.1,0.8,1.4,31610000,"26 years, 10 months, 4 days"
1629018,Gary Trent Jr.,Raptors,Guard,196,95,USA,1999-01-18,4,37,204,27.9,13.5,2.2,1.4,1.1,0.2,16000000,"23 years, 8 months, 1 days"
200782,P.J. Tucker,76ers,Forward,196,111,USA,1985-05-05,11,35,777,29.0,7.1,5.6,1.5,1.1,0.3,7000000,"37 years, 4 months, 14 days"
1626167,Myles Turner,Pacers,Center,211,113,USA,1996-03-24,7,11,431,28.7,12.7,6.7,1.2,0.7,2.3,18000000,"26 years, 5 months, 26 days"
202685,Jonas Valanciunas,Pelicans,Center,211,120,Lithuania,1992-05-06,10,5,695,26.1,13.4,9.5,1.2,0.4,1.0,14000000,"30 years, 4 months, 13 days"
1627832,Fred VanVleet,Raptors,Guard,185,89,USA,1994-02-25,6,Undrafted,348,28.3,13.7,3.2,4.9,1.3,0.4,19675926,"28 years, 6 months, 25 days"
1629020,Jarred Vanderbilt,Jazz,Forward,206,97,USA,1999-04-03,4,41,166,18.9,5.4,6.2,1.1,1.0,0.6,4259259,"23 years, 5 months, 16 days"
1630170,Devin Vassell,Spurs,Guard,196,91,USA,2000-08-23,2,11,133,22.5,9.1,3.6,1.4,0.9,0.4,4235160,"22 years, 0 months, 27 days"
1629216,Gabe Vincent,Heat,Guard,190,91,USA,1996-06-14,3,Undrafted,127,18.3,6.7,1.5,2.2,0.7,0.1,1669178,"26 years, 3 months, 5 days"
202696,Nikola Vucevic,Bulls,Center,208,118,Montenegro,1990-10-24,11,16,741,30.9,16.9,10.4,2.7,0.9,0.9,24000000,"31 years, 10 months, 26 days"
1629731,Dean Wade,Cavaliers,Forward,206,103,USA,1996-11-20,3,Undrafted,126,18.0,5.3,3.0,1.0,0.5,0.3,1782621,"25 years, 9 months, 30 days"
1630532,Franz Wagner,Magic,Forward,208,100,Germany,2001-08-27,1,8,79,30.7,15.2,4.5,2.9,0.9,0.4,5007840,"21 years, 0 months, 23 days"
1629021,Moritz Wagner,Magic,Forward,211,111,Germany,1997-04-26,4,25,196,15.1,7.5,3.5,1.1,0.4,0.3,1729217,"25 years, 4 months, 24 days"
202689,Kemba Walker,Pistons,Guard,183,83,USA,1990-05-08,11,9,741,33.3,19.5,3.8,5.3,1.2,0.4,8729020,"32 years, 4 months, 11 days"
1629022,Lonnie Walker IV,Lakers,Guard,193,93,USA,1998-12-14,4,18,208,20.4,9.4,2.4,1.6,0.5,0.2,4447896,"23 years, 9 months, 5 days"
202322,John Wall,Clippers,Guard,190,95,USA,1990-09-06,10,1,613,35.6,19.1,4.3,9.1,1.7,0.7,44310840,"32 years, 0 months, 13 days"
203933,T.J. Warren,Nets,Forward,203,100,USA,1993-09-05,7,14,332,28.8,15.5,4.1,1.2,1.0,0.5,12690000,"29 years, 0 months, 14 days"
1629023,P.J. Washington,Hornets,Forward,201,104,USA,1998-08-23,3,12,187,29.3,11.8,5.7,2.3,0.9,1.0,4215120,"24 years, 0 months, 27 days"
1629139,Yuta Watanabe,Nets,Guard,206,98,Japan,1994-10-13,4,Undrafted,121,12.0,3.8,2.5,0.6,0.4,0.3,1762769,"27 years, 11 months, 6 days"
1630570,Trendon Watford,Trail Blazers,Forward,203,108,USA,2000-11-09,1,Undrafted,48,18.1,7.6,4.1,1.7,0.5,0.6,260561,"21 years, 10 months, 10 days"
201566,Russell Westbrook,Lakers,Guard,190,91,USA,1988-11-12,14,4,1021,34.7,22.8,7.4,8.4,1.7,0.3,44211146,"33 years, 10 months, 7 days"
1629632,Coby White,Bulls,Guard,193,88,USA,2000-02-16,3,7,195,28.2,13.7,3.6,3.5,0.6,0.2,5837760,"22 years, 7 months, 3 days"
1628401,Derrick White,Celtics,Guard,193,86,USA,1994-07-02,5,29,263,25.9,11.5,3.3,3.8,0.8,0.8,15178571,"28 years, 2 months, 17 days"
202355,Hassan Whiteside,Jazz,Center,213,120,USA,1989-06-13,10,33,511,24.7,12.6,10.8,0.6,0.5,2.2,2401537,"33 years, 3 months, 6 days"
1630598,Aaron Wiggins,Thunder,Guard,193,86,USA,1999-01-02,1,55,50,24.2,8.3,3.6,1.4,0.6,0.2,1000000,"23 years, 8 months, 17 days"
203952,Andrew Wiggins,Warriors,Forward,201,89,Canada,1995-02-23,8,1,598,35.0,19.3,4.4,2.3,1.0,0.7,31579390,"27 years, 6 months, 27 days"
1629684,Grant Williams,Celtics,Forward,198,107,USA,1998-11-30,3,22,209,19.4,5.4,3.0,1.0,0.5,0.6,2617800,"23 years, 9 months, 20 days"
1629026,Kenrich Williams,Thunder,Guard,198,95,USA,1994-12-02,4,Undrafted,200,22.0,6.5,4.5,2.0,0.9,0.3,2000000,"27 years, 9 months, 17 days"
101150,Lou Williams,Hawks,Guard,188,79,USA,1986-10-27,17,45,1123,24.1,13.9,2.2,3.4,0.8,0.2,5000000,"35 years, 10 months, 23 days"
1630172,Patrick Williams,Bulls,Forward,201,98,USA,2001-08-26,2,4,88,27.3,9.2,4.5,1.3,0.8,0.6,7422000,"21 years, 0 months, 24 days"
1630533,Ziaire Williams,Grizzlies,Forward,206,84,USA,2001-09-12,1,10,62,21.7,8.1,2.1,1.0,0.6,0.2,4373160,"21 years, 0 months, 7 days"
1629627,Zion Williamson,Pelicans,Forward,198,129,USA,2000-07-06,2,1,85,31.7,25.7,7.0,3.2,0.9,0.6,10733400,"22 years, 2 months, 13 days"
1629685,Dylan Windler,Cavaliers,Guard,198,89,USA,1996-09-22,2,26,81,12.0,3.3,2.4,0.8,0.4,0.2,2239200,"25 years, 11 months, 28 days"
1626159,Justise Winslow,Trail Blazers,Forward,198,101,USA,1996-03-26,7,10,315,25.8,8.4,5.1,2.5,0.9,0.4,3902439,"26 years, 5 months, 24 days"
1630164,James Wiseman,Warriors,Center,213,109,USA,2001-03-31,1,2,39,21.4,11.5,5.8,0.7,0.3,0.9,9166800,"21 years, 5 months, 19 days"
1626174,Christian Wood,Mavericks,Forward,206,97,USA,1995-09-27,6,Undrafted,222,23.6,14.2,7.3,1.3,0.6,0.9,13666667,"26 years, 11 months, 23 days"
1630218,Robert Woodard II,Spurs,Forward,198,107,USA,1999-09-22,2,40,25,3.5,1.1,1.1,0.2,0.0,0.2,1517981,"22 years, 11 months, 28 days"
1626153,Delon Wright,Wizards,Guard,196,84,USA,1992-04-26,7,20,411,20.9,7.2,3.2,3.0,1.2,0.4,8526316,"30 years, 4 months, 24 days"
201152,Thaddeus Young,Raptors,Forward,203,107,USA,1988-06-21,15,12,1085,29.3,12.8,5.8,1.8,1.4,0.4,14190000,"34 years, 2 months, 29 days"
1629027,Trae Young,Hawks,Guard,185,74,USA,1998-09-19,4,5,280,33.6,25.3,3.9,9.1,0.9,0.2,8326471,"24 years, 0 months, 0 days"
1630209,Omer Yurtseven,Heat,Center,211,125,Turkey,1998-06-19,1,Undrafted,56,12.6,5.3,5.3,0.9,0.3,0.4,1489065,"24 years, 3 months, 0 days"
1627826,Ivica Zubac,Clippers,Center,213,109,Croatia,1997-03-18,6,32,360,19.0,8.3,6.5,1.1,0.3,0.8,7518518,"25 years, 6 months, 1 days"
